User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
@causetrinity,Followers,404,433,29.0,7
@ceanglobal,Followers,280,304,24.0,7
@ceanglobal,Following,70,90,20.0,1
@ceobillionaire,Following,4983,5015,32.0,5
@chairsman1,Followers,679,766,87.0,7
@chairsman1,Following,800,805,5.0,4
@chandlerwindham,Followers,1988,1990,2.0,1
@chandlerwindham,Following,1733,1734,1.0,1
@channelchek,Followers,1451,1450,-1.0,1
@charlesBBM12,Followers,246,262,16.0,6
@charlesBBM12,Following,502,518,16.0,4
@charlieschef,Followers,1983,2063,80.0,7
@charlieschef,Following,3040,3138,98.0,8
@cheinyeanlim,Followers,2731,2707,-24.0,6
@cheinyeanlim,Following,3038,3036,-2.0,5
@chelseyydodd,Followers,277,273,-4.0,7
@chelseyydodd,Following,138,133,-5.0,3
@chidambara09,Following,12,12,0.0,2
@chinitablk05,Followers,321,320,-1.0,6
@chinitablk05,Following,1740,1736,-4.0,3
@christiancarpy,Followers,502,503,1.0,6
@christiancarpy,Following,564,578,14.0,4
@chvanhuffel,Followers,718,735,17.0,6
@chvanhuffel,Following,1043,1060,17.0,4
@chyenfemyzik,Followers,395,395,0.0,2
@ciaran4320,Bio,"Woke since 5am #FBPE. #GulfOfMexico Opinionated old Lefty curmudgeon. Science, Logic, Music, I show lie peddlers the disrespect they deserve & will insult back.",Woke since 5am #FBPE. #GulfOfMexico #ProIsrael  #ProPalestine . I show lie peddlers the disrespect they deserve & will insult back.,-29.0,1
@ciaran4320,Followers,3307,3366,59.0,8
@ciaran4320,Following,4709,4932,223.0,8
@claalster,Followers,2810,2802,-8.0,1
@claalster,Following,4185,4183,-2.0,1
@clima_cam,Followers,7522,7602,80.0,6
@clima_cam,Following,445,448,3.0,2
@clipper_video,Followers,32,34,2.0,1
@clr_cut,Followers,337,617,280.0,1
@cmdilapi,Followers,626,655,29.0,5
@cmdilapi,Following,3134,3155,21.0,6
@cmunell,Followers,2861,2860,-1.0,4
@code4bundy1,Followers,37,41,4.0,5
@codemaster70,Followers,134,159,25.0,7
@codemaster70,Following,204,205,1.0,4
@codez_tech,Followers,226,227,1.0,1
@coindoo,Followers,807,1441,634.0,6
@coindoo,Following,47,48,1.0,1
@collegeadvice,Followers,7392,7390,-2.0,7
@collegeadvice,Following,5987,5983,-4.0,5
@com20128859,Followers,1323,1632,309.0,7
@com20128859,Following,1289,1336,47.0,7
@connorgpt,Followers,107,114,7.0,7
@connorgpt,Following,289,289,0.0,2
@contentbuffer,Followers,371,372,1.0,1
@contentrewired,Followers,759,756,-3.0,6
@contentrewired,Following,398,397,-1.0,1
@corixpartners,Followers,3119,3125,6.0,6
@corixpartners,Following,2221,2221,0.0,4
@correct___score,Followers,96,111,15.0,6
@correct___score,Following,57,245,188.0,4
@cracbot,Followers,132,142,10.0,3
@cricket_fundas,Followers,1741,1742,1.0,5
@cricket_fundas,Following,95,97,2.0,2
@crime_inc1,Followers,161,148,-13.0,6
@crime_inc1,Following,5,6,1.0,3
@criptoverlord,Followers,159,162,3.0,1
@criptoverlord,Following,129,133,4.0,1
@crypto_andy80,Followers,111,113,2.0,3
@crypto_andy80,Following,393,395,2.0,3
@cryptoalexreal,Followers,6144,6713,569.0,7
@cryptoalexreal,Following,85,85,0.0,2
@cryptoates_,Followers,1847,2507,660.0,8
@cryptoates_,Following,583,601,18.0,6
@cryptoceannews,Followers,820,845,25.0,7
@cryptoceannews,Following,83,82,-1.0,1
@cryptomazter,Followers,356,355,-1.0,1
@cryptomazter,Following,429,439,10.0,1
@cryptomosters,Followers,835,872,37.0,7
@cryptomosters,Following,3055,3068,13.0,5
@cryptonews66,Bio,"INVESTOR | Content Creator | LET’S DISCOVER WITH 
@KAITOAI","INVESTOR | Content Creator | LET’S DISCOVER WITH 
@KAITOAI
 | Exploring 
@OpenLedgerHQ
  @Dydx
 | Yapper KAITO |",54.0,2
@cryptonews66,Followers,2662,2731,69.0,8
@cryptonews66,Following,2217,2332,115.0,8
@ct_hindi,Followers,1027,1032,5.0,1
@ct_hindi,Following,388,389,1.0,1
@cyb3rshi3ld,Bio,Proven systems to launch & advance careers in Cybersecurity | Training + Community + Industry News | Not sure where to start? Take our quiz |  DMs Open,"Think like a practitioner. Break into cybersecurity with elite training, labs & mental models. Built for the driven. Few make it. Most won’t.",-10.0,2
@cyb3rshi3ld,Following,495,503,8.0,3
@cyb3rshi3ld,Location,Join CyberSHIELD for FREE,Top 1% mindset →,,1
@cybertzar,Followers,1248,1247,-1.0,1
@cybertzar,Following,4571,4564,-7.0,1
@dailydefense6,Followers,46,47,1.0,1
@dailyintake2023,Followers,198,193,-5.0,6
@dailyintake2023,Following,31,28,-3.0,2
@dailyreadsnews,Followers,14,8,-6.0,1
@dailytechonx,Followers,33,38,5.0,3
@damastersman,Followers,2303,2324,21.0,7
@darealprisonart,Followers,3402,3393,-9.0,7
@darealprisonart,Following,3445,3440,-5.0,6
@dariograbusic,Bio,UEFA A licence coach | Croatia  DM for business inquires,UEFA A | Assistant Coach @ Widzew Łódź  Sharing daily pro drills & training content  Croatian | Based in  #DarioGrabusic,64.0,1
@dariograbusic,Following,6274,6269,-5.0,2
@dataclaudius,Followers,3251,3249,-2.0,6
@dataclaudius,Following,3132,3143,11.0,4
@dataquestindia,Followers,4725,4703,-22.0,5
@dataquestindia,Following,336,335,-1.0,1
@david_reitera,Followers,145,144,-1.0,1
@david_reitera,Following,733,732,-1.0,1
@davidchiarelli,Followers,2705,2773,68.0,6
@davidchiarelli,Following,3353,3384,31.0,6
@daylonfc22,Followers,139,141,2.0,3
@daylonfc22,Following,589,590,1.0,2
@dbcurren,Followers,6050,6033,-17.0,6
@dbcurren,Following,6648,6644,-4.0,3
@dbl55555,Followers,4397,4418,21.0,6
@dbl55555,Following,7360,7497,137.0,6
@dcfairbank,Followers,9831,9813,-18.0,5
@dcfairbank,Following,8992,9070,78.0,7
@deBeaumontFndtn,Followers,9120,9099,-21.0,1
@deBeaumontFndtn,Following,5676,5663,-13.0,1
@deepblu,Followers,280,323,43.0,6
@deepblu,Following,1022,1033,11.0,3
@deepgreendesign,Following,8733,8728,-5.0,7
@defiaddanews,Followers,70,77,7.0,4
@degencassandra,Followers,36,43,7.0,5
@degencassandra,Following,157,162,5.0,3
@delphiwoman,Followers,369,369,0.0,3
@delphiwoman,Following,1985,1986,1.0,2
@democratic2032,Followers,1347,1343,-4.0,1
@democratic2032,Following,4777,3960,-817.0,1
@deshawnmarie,Followers,5253,5253,0.0,5
@deshawnmarie,Following,6334,6338,4.0,6
@designdelight24,Bio,"Tired of flimsy tees?

Upgrade to our Cowboy Renaissance Tees
100% organic cotton
Consistent sizing S–3XL
Vibrant Western colors
24.99 Free shipping","Organic Cotton ✦ Retro-Western art ✦ Zero templates, all heart. Shop tees that deliver ranch-ready durability → http://designdelightstudio.myshopify.com",4.0,1
@designdelight24,Followers,2035,2026,-9.0,5
@designdelight24,Following,6288,6331,43.0,7
@detous,Followers,2040,2046,6.0,7
@detous,Following,945,950,5.0,6
@devaramkelawan4,Followers,233,253,20.0,6
@devaramkelawan4,Following,244,247,3.0,1
@deveregroup,Followers,9982,9965,-17.0,7
@deveregroup,Following,9478,9470,-8.0,3
@devinalluck,Followers,0,5,5.0,1
@devinalluck,Following,13,19,6.0,1
@dharmisthabaid,Followers,308,343,35.0,5
@dharmisthabaid,Following,1095,1098,3.0,2
@diariesofjessie,Followers,125,123,-2.0,1
@diariesofjessie,Following,178,177,-1.0,1
@digital_belle,Followers,4,7,3.0,3
@digitalbimpe,Followers,3116,3138,22.0,7
@digitalbimpe,Following,2750,2788,38.0,6
@digitallynatur,Followers,1843,1891,48.0,5
@digitallynatur,Following,1667,1685,18.0,5
@digitalnilesh,Followers,834,852,18.0,7
@digitalnilesh,Following,3842,3860,18.0,6
@digitfyi,Followers,8903,8907,4.0,5
@digitfyi,Following,2804,2799,-5.0,3
@dinardodp,Followers,1844,1855,11.0,5
@dinardodp,Following,1557,1562,5.0,4
@dinodogstar,Followers,653,685,32.0,6
@dinodogstar,Following,3281,3352,71.0,6
@discerningdmain,Followers,1768,1766,-2.0,3
@discerningdmain,Following,4883,4884,1.0,4
@djsammyt0917,Followers,1332,1369,37.0,1
@djsammyt0917,Following,1153,1155,2.0,1
@dlhampton,Following,6942,6953,11.0,5
@dmbg00,Followers,15,15,0.0,3
@donf0615,Followers,598,566,-32.0,1
@donf0615,Following,1007,1011,4.0,1
@donghuiwangs,Followers,455,460,5.0,4
@donghuiwangs,Following,225,226,1.0,3
@dot_gallo,Followers,103,106,3.0,1
@dot_gallo,Following,830,852,22.0,1
@doyaksec,Followers,1659,1681,22.0,1
@doyaksec,Following,2011,2017,6.0,1
@dpvils,Followers,2666,2662,-4.0,3
@dpvils,Following,1012,1010,-2.0,1
@dqc1985,Followers,190,203,13.0,5
@dqc1985,Following,79,78,-1.0,1
@dr_lisharents,Followers,4,9,5.0,3
@dr_lisharents,Following,720,923,203.0,2
@dr_robinmalloy,Followers,187,197,10.0,5
@dr_robinmalloy,Following,85,88,3.0,2
@dramasodacoin,Followers,75,106,31.0,7
@drgattallah,Followers,1275,1334,59.0,6
@drgattallah,Following,1932,2132,200.0,8
@drishtiias,Bio,"#IAS
Drishti The Vision Foundation is today undoubtedly one of the best Coaching Institutes for Civil Services aspirants in India.","#IAS
Drishti The Vision Foundation is today undoubtedly one of the best Coaching Institutes for Civil Services aspirants in India.

http://t.me/drishtiiasofficial…",33.0,1
@drishtiiaseng,Following,5,6,1.0,1
@drn103,Bio,"Robot Doggo, at your service. 
Loves people. 
Is here to help.","Robot Doggo, at your service. 
.Loves people
.Is here to help",-1.0,1
@drn103,Followers,510,511,1.0,6
@drn103,Following,1325,1327,2.0,7
@dumblib1,Followers,165,174,9.0,3
@dumblib1,Following,63,64,1.0,1
@dusselilluzyon,Followers,420,423,3.0,1
@dusselilluzyon,Following,697,685,-12.0,1
@dwdeeds,Followers,1874,1873,-1.0,5
@dwdeeds,Following,2014,2015,1.0,4
@dxbnewsnetwork,Followers,99,104,5.0,6
@dynamike21,Followers,60,58,-2.0,4
@echelon_omega,Followers,31,32,1.0,5
@echelon_omega,Following,74,81,7.0,5
@echojobs__io,Followers,2064,2078,14.0,6
@editorialge,Followers,111,114,3.0,5
@edtech_direct,Followers,1521,1512,-9.0,8
@edtech_direct,Following,4838,4822,-16.0,6
@edurekaIN,Followers,8117,8109,-8.0,1
@egirrrlie,Followers,1539,1539,0.0,5
@egirrrlie,Following,4922,4925,3.0,5
@eickernews,Followers,258,259,1.0,4
@eickernews,Following,77,76,-1.0,1
@ekansotpyrc,Followers,2117,2224,107.0,6
@ekansotpyrc,Following,177,199,22.0,5
@elerianm,Following,1098,1100,2.0,1
@elly_bar,Followers,5700,5822,122.0,1
@elly_bar,Following,2017,2044,27.0,1
@elmelegey,Followers,1949,2043,94.0,8
@elmelegey,Following,966,964,-2.0,2
@elonmustSKI,Followers,62,74,12.0,6
@elonmustSKI,Following,129,142,13.0,5
@elumos,Followers,1376,1380,4.0,4
@elumos,Following,799,801,2.0,4
@emmabrown81,Followers,485,482,-3.0,2
@energies_mdpi,Followers,3275,3277,2.0,1
@energies_mdpi,Following,3422,3416,-6.0,1
@english_ritam,Followers,67,79,12.0,1
@english_ritam,Following,11,16,5.0,1
@engmlubbad,Followers,346,380,34.0,5
@eoroe_climate,Followers,13,14,1.0,1
@episunagoge,Bio,Lies are never forever; they have expiry date.,Lies are never forever; they have expiry date. Healthy people don’t need vaccines.,36.0,1
@episunagoge,Followers,211,222,11.0,5
@episunagoge,Following,131,135,4.0,3
@eric16_oates,Followers,975,995,20.0,8
@eric16_oates,Following,5100,5139,39.0,6
@ericcoliu,Bio,"Editor, NeverEnding Story: call for haiku & tanka submissions.
Author of two award-winning books. Chen-ou Liu's haiku and tanka have won 159 awards.","Editor, NeverEnding Story: call for haiku & tanka submissions.
Author of two award-winning books. Chen-ou Liu's haiku and tanka have won 160 awards.",0.0,1
@ericcoliu,Followers,4778,4782,4.0,3
@ericcoliu,Following,6,6,0.0,2
@erwinloh,Bio,"MBBS, LLB(Hons), MHSM, MBA, PhD, FRACMA - President of RACMA, National Director of Medical Services at Calvary Health Care","MBBS, LLB(Hons), MHSM, MBA, PhD, FRACMA - President of the Royal Australasian College of Medical Administrators (RACMA)",-3.0,1
@es83772,Followers,59,58,-1.0,5
@es83772,Following,289,288,-1.0,4
@europe_says,Followers,136,133,-3.0,3
@ewallacta,Followers,6595,6653,58.0,6
@ewallacta,Following,7197,7216,19.0,5
@ewdaisyrose,Followers,559,560,1.0,5
@eyalestrin,Bio,"Author of the books ""Cloud Security Handbook"" (http://amzn.to/3xMI4Ak) and ""Security for Cloud Native Apps"" (https://bit.ly/4cyxaA6)
Opinions are my own.","Author of the books ""Cloud Security Handbook"" (https://amzn.to/42Xai9A) and ""Security for Cloud Native Apps"" (https://amzn.to/3Sggbtv)
Opinions are my own.",2.0,1
@eyalestrin,Followers,1884,1874,-10.0,4
@eyalestrin,Following,701,689,-12.0,4
@fabiolauria92,Followers,3705,7072,3367.0,6
@fabiolauria92,Following,782,781,-1.0,4
@faizanlakhani,Following,3338,3346,8.0,1
@fasizestore,Followers,197,289,92.0,5
@fatima795460109,Followers,225,257,32.0,6
@fatima795460109,Following,99,106,7.0,4
@feelelectricems,Followers,18,20,2.0,1
@ferozwala,Followers,9099,9293,194.0,7
@ferozwala,Following,1916,1914,-2.0,2
@filippomaria60,Followers,6631,6736,105.0,5
@filippomaria60,Following,6087,6174,87.0,6
@financeweek101,Followers,421,484,63.0,6
@financeweek101,Following,82,81,-1.0,4
@financewith_lds,Followers,4,9,5.0,2
@financialit_net,Followers,8309,8321,12.0,7
@financialit_net,Following,4337,4336,-1.0,1
@financializer,Followers,254,253,-1.0,2
@findjordan,Followers,22,22,0.0,2
@finvibe,Followers,790,816,26.0,6
@fionapettit71,Followers,5538,5556,18.0,7
@fionapettit71,Following,6191,6228,37.0,7
@fired4covid,Followers,279,295,16.0,7
@fired4covid,Following,1790,1922,132.0,6
@firehorse249791,Bio,"Vegan till death. The Climate Crisis is upon us. 
Mapping Collapse, Destruction and Death in precarious times. 
http://firehorse249791.bsky.social","The Climate Crisis is upon us. Back to the Stone Age we go..
Mapping Collapse, Destruction and Death in precarious times.
http://firehorse249791.bsky.social",10.0,2
@firehorse249791,Followers,265,270,5.0,4
@firehorse249791,Following,488,499,11.0,7
@fitnessgirls20,Following,4470,4500,30.0,5
@fjimenezmotte,Followers,34,43,9.0,1
@fjimenezmotte,Following,63,71,8.0,1
@flhealthlee,Followers,2473,2479,6.0,6
@flhealthlee,Following,1362,1361,-1.0,1
@fluteplay,Bio,HolyWEEK  MOVE THAT STONE DADaMarineCoolCloudyDay Nites ClickItorTicket MovieSetWatcher AA2011certw/honor undergrad Tranf4.00UC DOMINGUEZ 2027 GOunits,Blessed are the poor in spiritDADaMarineCoolCloudyDay Nites ClickItorTicket MovieSetWatcher AA2011certw/honor undergrad Tranf4.00UC DOMINGUEZ 2027 GOunits,4.0,1
@fluteplay,Followers,599,609,10.0,6
@fluteplay,Following,847,854,7.0,4
@fnind,Followers,1762,1766,4.0,3
@fnind,Following,396,398,2.0,2
@footyshirtdeals,Followers,1831,1833,2.0,4
@footyshirtdeals,Following,4004,3994,-10.0,5
@fortpapalia,Followers,2594,2605,11.0,7
@fortpapalia,Following,2874,2905,31.0,7
@fpjindia,Following,801,806,5.0,4
@frankshoves,Followers,928,926,-2.0,6
@frankshoves,Following,918,913,-5.0,4
@frieswala,Followers,1016,969,-47.0,5
@frieswala,Following,138,152,14.0,5
@fuelcellsworks,Following,4700,4695,-5.0,2
@futuretrade_1,Followers,11,346,335.0,5
@futuretrade_1,Following,232,283,51.0,5
@fxinsider_,Followers,68,52,-16.0,5
@fxinsider_,Following,270,86,-184.0,4
@fynn_JourX,Followers,72,72,0.0,5
@fynn_JourX,Following,2516,2508,-8.0,5
@g_gzn,Followers,221,225,4.0,6
@g_gzn,Following,141,134,-7.0,3
@gaffney_freddie,Followers,186,192,6.0,1
@gaffney_freddie,Following,239,245,6.0,1
@gaintrade31,Followers,56,54,-2.0,4
@gaintrade31,Following,235,237,2.0,8
@gaochuck197792,Followers,18,19,1.0,4
@gaochuck197792,Following,14,12,-2.0,2
@gaspworld,Followers,2941,2943,2.0,1
@gaspworld,Following,402,403,1.0,1
@gearshift100,Followers,116,139,23.0,1
@gearshift100,Following,348,367,19.0,1
@gelaw_com,Followers,234,233,-1.0,3
@genxflamingo,Followers,3353,3354,1.0,6
@genxflamingo,Following,2424,2421,-3.0,2
@geopsychiatry,Followers,2018,2026,8.0,1
@geopsychiatry,Following,1291,1294,3.0,1
@georgesvh,Followers,76,77,1.0,1
@get_bik,Bio,Satire & Strength Insta 6k YouTube 35K,Satire & Strength Insta 10k YouTube 35K,1.0,1
@get_bik,Followers,148,147,-1.0,6
@get_bik,Following,81,82,1.0,4
@getmagicbox,Followers,225,230,5.0,1
@getmagicbox,Following,428,424,-4.0,1
@ghassan_dabusi,Followers,165,153,-12.0,6
@ghassan_dabusi,Following,325,328,3.0,3
@giftofzeal22,Followers,124,127,3.0,1
@giga_labs,Followers,433,435,2.0,6
@giga_labs,Following,1084,1083,-1.0,1
@gillesbenoliel,Followers,462,459,-3.0,3
@gillesbenoliel,Following,841,841,0.0,2
@givegoodwood,Followers,208,209,1.0,1
@givegoodwood,Following,43,44,1.0,1
@global_combats,Followers,119,147,28.0,6
@global_edtech,Followers,3830,3837,7.0,5
@global_edtech,Following,2526,2521,-5.0,2
@globaldotcom,Followers,202,200,-2.0,6
@globaldotcom,Following,112,112,0.0,2
@globalnews2183,Followers,9,9,0.0,3
@glykosymoritis,Followers,964,966,2.0,4
@glykosymoritis,Following,195,197,2.0,1
@gnr2525,Followers,51,58,7.0,1
@goBetaverse,Followers,620,647,27.0,7
@goBetaverse,Following,59,60,1.0,1
@gobygreenoff,Followers,55,56,1.0,1
@goodvibe1771,Followers,55,51,-4.0,7
@goodvibe1771,Following,0,121,121.0,3
@graceundissed,Followers,862,885,23.0,7
@graceundissed,Following,1861,1866,5.0,4
@graham_joa44624,Followers,77,88,11.0,6
@greenurlifenow,Followers,2481,2517,36.0,7
@greenurlifenow,Following,1817,1819,2.0,5
@greeny08111958,Followers,698,706,8.0,5
@greeny08111958,Following,3527,3525,-2.0,5
@guidaautonoma,Followers,8514,8498,-16.0,1
@guidaautonoma,Following,7669,7678,9.0,1
@h4h5hhwdk9,Followers,979,1101,122.0,7
@h4h5hhwdk9,Following,7368,7492,124.0,8
@ha3mahdi,Followers,195,213,18.0,1
@ha3mahdi,Following,1873,1885,12.0,1
@hackinarticles,Bio,"House of Pentesters

Follow us: https://linktr.ee/hackingarticles","House of Pentesters

Donation: https://buymeacoffee.com/hackingarticles",6.0,1
@hackinarticles,Following,445,452,7.0,2
@hahussain,Following,2147,2157,10.0,5
@hamel1776,Followers,1793,1842,49.0,1
@hamel1776,Following,4570,4611,41.0,1
@hanjangho76,Followers,3691,3689,-2.0,1
@hanjangho76,Following,5689,5716,27.0,1
@harisystems,Followers,696,758,62.0,6
@hbHI_chem,Followers,440,435,-5.0,3
@hbHI_chem,Following,750,749,-1.0,1
@hcrubin2009,Followers,1755,1789,34.0,6
@hcrubin2009,Following,907,909,2.0,5
@healthguruoffl,Followers,108,107,-1.0,4
@healthovia,Followers,5,7,2.0,3
@healthovia,Following,80,108,28.0,1
@heavyed65,Followers,1058,1063,5.0,7
@heavyed65,Following,1655,0,-1655.0,7
@hebrew_yisrael,Followers,711,809,98.0,6
@hebrew_yisrael,Following,1504,1535,31.0,4
@hekasia,Followers,4336,4389,53.0,6
@hekasia,Following,1367,1368,1.0,3
@helloitsliam,Followers,4357,4333,-24.0,4
@helloitsliam,Following,1749,1746,-3.0,3
@herranen_jari,Followers,736,749,13.0,1
@herranen_jari,Following,2790,2794,4.0,1
@hibahib25,Followers,33,29,-4.0,5
@hibahib25,Following,60,61,1.0,1
@higherrisks,Bio,#ETF500 $IMG #RECESSION #KINFOLKS,#JobCoin #ETF500 $IMG #RECESSION #KINFOLKS,9.0,1
@higherrisks,Followers,276,321,45.0,7
@higherrisks,Following,186,204,18.0,6
@holistichabits2,Followers,5906,5801,-105.0,8
@holistichabits2,Following,1477,1470,-7.0,5
@hondo750,Followers,5049,5094,45.0,5
@hondo750,Following,5183,5467,284.0,5
@houseofsanity,Followers,50,51,1.0,1
@hsahly82,Followers,3,2,-1.0,2
@hsahly82,Following,46,55,9.0,1
@hughdsullivan,Followers,4636,4647,11.0,6
@hughdsullivan,Following,3509,3517,8.0,5
@hussain_tarana,Followers,3166,3177,11.0,1
@hussain_tarana,Following,5,4,-1.0,1
@iPamba,Followers,215,223,8.0,5
@iPamba,Following,460,470,10.0,6
@iPepetoshi,Followers,49,49,0.0,3
@iPepetoshi,Following,27,29,2.0,2
@iakashdigital,Followers,1114,1623,509.0,6
@iakashdigital,Following,1565,2280,715.0,6
@iam_1stewart,Following,3001,3002,1.0,7
@iamanjiiii,Followers,823,841,18.0,7
@iamanjiiii,Following,6490,6636,146.0,7
@iamnoahfranklin,Followers,313,311,-2.0,4
@iamnoahfranklin,Following,334,335,1.0,1
@ib_tv_boxing,Following,849,848,-1.0,1
@icantell10,Followers,272,299,27.0,7
@icantell10,Following,39,41,2.0,3
@iceberg_fin,Followers,1249,1272,23.0,1
@igmguru,Followers,106,107,1.0,1
@igor64589322,Followers,48,49,1.0,6
@iiamguri9,Followers,2120,2301,181.0,6
@iiamguri9,Following,115,117,2.0,3
@illbeback_jobs,Followers,661,678,17.0,6
@imfaisalony007,Followers,462,465,3.0,1
@imperfect_llex,Followers,41,45,4.0,5
@imperfect_llex,Following,159,165,6.0,4
@impishchimp,Followers,2826,2838,12.0,1
@inartfairNYK,Following,282,288,6.0,2
@indexbox,Followers,3345,3343,-2.0,1
@indexbox,Following,229,228,-1.0,1
@indiacom,Following,951,952,1.0,1
@indialensnews,Followers,62,260,198.0,1
@indialensnews,Following,7,85,78.0,1
@indianladraj,Followers,8,28,20.0,3
@indianladraj,Following,42,52,10.0,3
@indianmarketrac,Followers,3790,3823,33.0,7
@indianstockbot,Followers,25,29,4.0,2
@indicanews1,Followers,675,680,5.0,1
@indicanews1,Following,1848,1856,8.0,1
@infinitemind36,Followers,20,22,2.0,1
@infinitemind36,Following,42,43,1.0,1
@insider_alfa,Followers,233,260,27.0,7
@intel_finance,Followers,110,140,30.0,8
@investlust_com,Followers,11,10,-1.0,2
@ioneras,Followers,38,42,4.0,4
@ioneras,Following,165,174,9.0,3
@ipl_debate,Followers,822,846,24.0,7
@ipl_debate,Following,1228,1282,54.0,7
@iramginboy,Followers,102,103,1.0,6
@iramginboy,Following,295,301,6.0,3
@irungoamarathon,Following,103,102,-1.0,1
@itechsolutionph,Followers,7,7,0.0,2
@itsme_krrishm,Followers,3010,3046,36.0,7
@itsme_krrishm,Following,1115,1114,-1.0,5
@itz_sayan_03,Followers,22,23,1.0,1
@itz_sayan_03,Following,218,219,1.0,1
@iuemag_com,Following,350,351,1.0,1
@ivanilves,Followers,27,29,2.0,5
@jacostadler,Followers,119,118,-1.0,1
@jacostadler,Following,372,375,3.0,1
@jakeleged,Followers,113,116,3.0,5
@jakeleged,Following,33,35,2.0,1
@jakplay,Followers,176,168,-8.0,5
@jakplay,Following,371,366,-5.0,4
@james_mich54314,Followers,2,3,1.0,1
@jamesagustusm,Followers,405,432,27.0,5
@jamesagustusm,Following,580,588,8.0,6
@jameson_jo92340,Followers,172,216,44.0,6
@jameson_jo92340,Following,491,519,28.0,5
@jamie_saris,Followers,2954,2975,21.0,7
@jamie_saris,Following,3471,3473,2.0,5
@jblefevre60,Following,5874,5868,-6.0,6
@jean_sweden,Followers,36,31,-5.0,5
@jean_sweden,Following,292,302,10.0,4
@jeremyhawkins99,Followers,1295,1300,5.0,6
@jeremyhawkins99,Following,4326,4332,6.0,4
@jethomme44,Followers,209,214,5.0,4
@jethomme44,Following,263,264,1.0,1
@jewishmcjewface,Followers,2791,2784,-7.0,6
@jewishmcjewface,Following,3570,3562,-8.0,7
@jivoicenow,Followers,3635,3625,-10.0,5
@jivoicenow,Following,896,894,-2.0,2
@jmbergie,Followers,1114,1115,1.0,2
@joejaggi,Followers,2638,2634,-4.0,5
@joejaggi,Following,5109,5123,14.0,5
@joesteele,Followers,197,199,2.0,5
@joesteele,Following,146,141,-5.0,2
@johanabrahams2,Followers,2815,2861,46.0,7
@johanabrahams2,Following,5745,5870,125.0,7
@john_der_g,Followers,228,166,-62.0,6
@johndk7,Followers,1299,1290,-9.0,6
@johndk7,Following,390,392,2.0,2
@johndowe49,Followers,3315,3278,-37.0,6
@johndowe49,Following,663,656,-7.0,6
@jon_snow_pt,Following,421,419,-2.0,1
@jrsowash,Following,3099,3096,-3.0,2
@julianawriter,Followers,2089,2114,25.0,1
@julianawriter,Following,2056,2064,8.0,1
@julien_pt,Followers,208,207,-1.0,1
@julien_pt,Following,521,520,-1.0,1
@junisidro,Followers,512,516,4.0,4
@junisidro,Following,970,972,2.0,1
@justhidesna,Followers,345,350,5.0,2
@justrying4,Followers,130,134,4.0,4
@kArEn_Magnet_,Following,1435,1466,31.0,1
@kamate_divya,Following,123,122,-1.0,1
@kannbra,Followers,429,445,16.0,5
@kannbra,Following,2441,2469,28.0,5
@kapilbavxeu,Followers,11,10,-1.0,1
@kara_jim,Followers,96,99,3.0,5
@kara_jim,Following,318,325,7.0,5
@kardinal691,Followers,3183,3210,27.0,1
@kardinal691,Following,4032,4067,35.0,1
@kathy_prusak,Followers,39,40,1.0,5
@kathy_prusak,Following,50,47,-3.0,2
@kelly_archives,Followers,2241,2254,13.0,7
@kelly_archives,Following,1968,1966,-2.0,7
@kids_podar,Followers,32,30,-2.0,2
@kimcliftrn,Followers,2393,2394,1.0,1
@kimcliftrn,Following,3357,3372,15.0,1
@kinolina,Followers,2881,2887,6.0,6
@kinolina,Following,5675,5679,4.0,4
@kitreal4all,Followers,349,378,29.0,1
@kitreal4all,Following,203,208,5.0,1
@kjvcards,Followers,2509,2773,264.0,7
@kjvcards,Following,11,9,-2.0,1
@kkbrando,Following,8972,8959,-13.0,5
@klas_hq,Followers,1227,1262,35.0,1
@knight_8,Followers,123,121,-2.0,2
@knight_8,Following,513,514,1.0,3
@knnindia,Followers,1718,1722,4.0,4
@knnindia,Following,743,742,-1.0,1
@kobonwa,Followers,154,150,-4.0,1
@kobonwa,Following,129,134,5.0,1
@komey_t,Followers,82,79,-3.0,5
@komey_t,Following,71,72,1.0,1
@kouk_nadene,Followers,825,864,39.0,5
@kouk_nadene,Following,727,737,10.0,5
@kozkyle21,Bio,Vigilant Savage,"Single Autistic Girl Dad | Resilient | Forward | Faith | Health, Wealth, Positivity | Patriot",78.0,1
@kozkyle21,Followers,1636,1488,-148.0,1
@kozkyle21,Following,470,268,-202.0,1
@kristinaEBP,Followers,2515,2514,-1.0,6
@kristinaEBP,Following,2064,2065,1.0,5
@kttk2345678,Followers,268,445,177.0,6
@kttk2345678,Following,262,341,79.0,6
@kubzAKAglazek,Following,36,37,1.0,1
@l_torinsky,Followers,59,60,1.0,3
@l_torinsky,Following,99,97,-2.0,2
@labor_against,Followers,1993,2004,11.0,4
@labor_against,Following,3123,3126,3.0,5
@laceremfoods,Followers,19,18,-1.0,1
@ladylogic38,Followers,117,122,5.0,4
@ladylogic38,Following,14,13,-1.0,1
@laignel_pierre,Following,25,27,2.0,1
@lamarlofton,Followers,1113,1190,77.0,1
@lamarlofton,Following,2179,2182,3.0,1
@landminedancing,Followers,53,48,-5.0,1
@latestly,Following,844,843,-1.0,3
@lawhauz,Followers,34,40,6.0,1
@lawhauz,Following,69,78,9.0,1
